	USD
3729	54.4913
3730	52.6159
3731	52.0343
3732	56.6801
3733	56.2584
3734	56.2376
3735	62.7363
3736	64.8425
3737	66.0983
3738	64.8337
3739	65.1738
3740	64.9732
3741	64.9862
3742	65.5558
3743	65.4
3744	63.393
3745	65.5937
3746	67.8153
3747	67.1506
3748	68.7303
3749	68.9291
3750	69.664
3751	67.7727
3752	65.447
3753	68.6113
3754	66.0432
3755	65.7817
3756	65.4469
3757	66.0585
3758	66.0994
3759	65.0862
3760	62.6632
3761	62.8353
3762	62.4001
3763	62.1307
3764	61.7235
3765	63.5083
3766	62.5906
3767	60.7109
3768	61.2718
3769	62.2248
3770	62.3649
3771	61.8745
3772	61.8457
3773	59.9938
3774	60.6649
3775	62.6797
3776	60.9595
3777	61.3167
3778	62.1497
3779	61.751
3780	61.3483
3781	59.8308
3782	60.0341
3783	59.4452
3784	58.771
3785	57.3879
3786	56.4271
3787	57.7279
3788	58.4643
3789	57.65
3790	58.3536
3791	56.9902
3792	56.7534
3793	56.5161
3794	55.3328
3795	54.027
3796	52.5424
3797	51.0678
3798	52.422
3799	51.9749
3800	50.5033
3801	49.6749
3802	50.5295
3803	51.5207
3804	53.9728
3805	53.6555
3806	51.6011
3807	50.2473
3808	51.469
3809	52.3041
3810	51.7029
3811	51.1388
3812	51.7574
3813	49.9816
3814	50.3615
3815	50.7511
3816	50.914
3817	49.5366
3818	50.0774
3819	50.0115
3820	49.2175
3821	49.1777
3822	49.7919
3823	49.9204
3824	49.7901
3825	49.8613
3826	50.3223
3827	51.0178
3828	52.2907
3829	52.9716
3830	52.8213
3831	53.4413
3832	53.059
3833	54.9908
3834	56.2463
3835	56.0435
3836	55.91
3837	54.8219
3838	54.5285
3839	55.2679
3840	54.0409
3841	53.8999
3842	53.3301
3843	53.8006
3844	53.5569
3845	54.2081
3846	54.0746
3847	54.6026
3848	54.8126
3849	55.524
3850	55.8413
3851	55.4756
3852	55.6555
3853	55.6049
3854	56.4112
3855	57.2192
3856	57.2174
3857	56.9803
3858	56.6685
3859	56.6079
3860	56.9774
3861	56.6642
3862	56.9504
3863	56.8423
3864	56.8336
3865	57.0025
3866	57.0232
3867	57.3578
3868	58.0374
3869	58.7816
3870	60.2231
3871	59.7665
3872	58.9906
3873	60.3458
3874	62.4677
3875	62.9182
3876	62.7184
3877	63.8644
3878	63.8399
3879	64.4977
3880	63.2098
3881	65.0169
3882	63.9988
3883	64.9363
3884	65.5034
3885	65.8289
3886	65.7222
3887	66.9608
3888	68.1216
3889	70.7465
3890	69.9461
3891	69.3142
3892	67.4473
3893	66.4779
3894	66.7152
3895	65.3495
3896	66.6756
3897	67.0102
3898	67.685
3899	68.4864
3900	68.7932
3901	67.6219
3902	68.4961
3903	68.0093
3904	67.9571
3905	67.1574
3906	65.9273
3907	65.3623
3908	65.6445
3909	66.1455
3910	66.1747
3911	66.041
3912	66.5151
3913	65.6727
3914	65.547
3915	66.2367
3916	65.7364
3917	65.0336
3918	65.9414
3919	65.6248
3920	65.0962
3921	62.7061
3922	62.2942
3923	61.2967
3924	61.1535
3925	62.2237
3926	63.1248
3927	62.2433
3928	61.3587
3929	61.4419
3930	62.162
3931	62.6309
3932	62.7888
3933	61.9286
3934	62.5038
3935	63.5004
3936	65.3159
3937	64.1686
3938	64.3742
3939	63.7993
3940	63.8525
3941	63.3991
3942	63.6832
3943	64.6606
3944	64.3908
3945	64.5693
3946	65.4541
3947	66.6343
3948	66.4607
3949	65.4799
3950	64.7785
3951	64.912
3952	64.8673
3953	65.5973
3954	65.621
3955	65.4789
3956	65.6836
3957	66.2393
3958	66.737
3959	66.2584
3960	66.7402
3961	67.7691
3962	67.6698
3963	68.5156
3964	69.3026
3965	69.2
3966	69.2151
3967	69.1755
3968	70.2244
3969	70.8295
3970	70.4012
3971	70.5806
3972	71.3215
3973	71.2553
3974	71.1211
3975	70.9333
3976	69.5165
3977	70.269
3978	70.7865
3979	72.5066
3980	72.8827
3981	72.9299
3982	75.9507
3983	76.6041
3984	76.4275
3985	76.523
3986	76.565
3987	78.6678
3988	78.4862
3989	79.4614
3990	83.5913
3991	80.5714
3992	77.7965
3993	81.8394
3994	78.9969
3995	77.3674
3996	75.1723
3997	76.3264
3998	77.9273
3999	79.2593
4000	76.4609
4001	77.3409
4002	76.8614
4003	78.6805
4004	79.0689
4005	79.1144
4006	79.4951
4007	77.7792
4008	76.245
4009	77.8503
4010	75.4575
4011	76.3657
4012	77.1326
4013	76.3928
4014	76.3929
4015	75.0903
4016	75.8994
4017	74.0536
4018	73.6256
4019	73.8242
4020	73.1854
4021	72.3775
4022	71.0928
4023	70.3067
4024	70.1542
4025	70.5408
4026	71.0256
4027	68.5598
4028	68.4026
4029	68.8086
4030	67.7764
4031	67.6409
4032	68.9328
4033	68.4346
4034	67.7807
4035	68.7549
4036	67.6076
4037	67.8552
4038	67.141
4039	68.6753
4040	68.8901
4041	68.5215
4042	67.796
4043	67.4662
4044	67.125
4045	66.3456
4046	65.7662
4047	66.4954
4048	66.0452
4049	68.2724
4050	65.6474
4051	66.0364
4052	65.0254
4053	66.2198
4054	66.6295
4055	66.4559
4056	65.1618
4057	65.1133
4058	64.3334
4059	66.1718
4060	65.8918
4061	66.1928
4062	66.3277
4063	66.2428
4064	64.9607
4065	64.9306
4066	64.8895
4067	64.5138
4068	65.0641
4069	66.211
4070	66.3775
4071	67.0475
4072	67.0493
4073	65.8949
4074	65.2062
4075	66.0413
4076	66.0825
4077	65.9962
4078	66.6156
4079	66.7491
4080	66.8529
4081	65.7894
4082	65.2089
4083	64.6797
4084	63.7402
4085	64.7077
4086	66.0306
4087	65.9156
4088	65.8618
4089	65.4398
4090	64.1509
4091	64.1743
4092	63.7162
4093	64.3212
4094	65.5287
4095	65.0588
4096	64.8095
4097	64.2575
4098	64.1755
4099	64.0165
4100	63.6844
4101	64.2676
4102	64.6304
4103	64.05
4104	64.2488
4105	64.2024
4106	63.9029
4107	63.8531
4108	63.5773
4109	63.1697
4110	63.1154
4111	62.9891
4112	63.4183
4113	63.7373
4114	64.627
4115	64.9184
4116	65.7408
4117	65.9467
4118	66.1125
4119	67.0512
4120	65.9553
4121	66.8816
4122	66.742
4123	66.3941
4124	65.5627
4125	65.0799
4126	64.7848
4127	64.8137
4128	64.9497
4129	64.3364
4130	64.2076
4131	63.9514
4132	63.9943
4133	63.5487
4134	63.9391
4135	64.2078
4136	64.7684
4137	64.814
4138	64.9459
4139	64.738
4140	65.081
4141	64.9072
4142	65.2535
4143	65.2566
4144	65.8684
4145	64.7644
4146	64.8306
4147	64.3804
4148	63.973
4149	64.1617
4150	65.0539
4151	64.8102
4152	64.9737
4153	65.217
4154	64.994
4155	64.9173
4156	64.7513
4157	64.4424
4158	63.7942
4159	63.8642
4160	64.1506
4161	63.6921
4162	63.9509
4163	63.1581
4164	63.396
4165	62.5477
4166	62.4323
4167	62.4583
4168	62.39
4169	62.3031
4170	62.3884
4171	62.1946
4172	62.5892
4173	63.3465
4174	62.9934
4175	63.151
4176	62.89
4177	62.5841
4178	62.4194
4179	62.4499
4180	62.2349
4181	62.048
4182	62.2597
4183	63.0399
4184	62.9037
4185	63.2174
4186	63.2025
4187	63.4166
4188	63.5043
4189	63.9074
4190	63.7364
4191	63.8928
4192	63.4161
4193	65.2167
4194	65.8591
4195	65.5548
4196	64.5463
4197	64.9154
4198	65.1023
4199	64.358
4200	63.6282
4201	64.0087
4202	64.6279
4203	64.6174
4204	64.9153
4205	64.9449
4206	65.2382
4207	63.6807
4208	64.1528
4209	63.9242
4210	63.8741
4211	63.9114
4212	63.3901
4213	63.3028
4214	61.5804
4215	61.069
4216	60.8079
4217	61.6368
4218	61.7515
4219	61.7931
4220	61.7967
4221	61.1092
4222	60.8641
4223	60.8528
4224	60.9084
4225	60.8587
4226	60.6669
4227	60.273
4228	60.6569
4229	59.8961
4230	59.9533
4231	60.1614
4232	59.4978
4233	59.37
4234	59.6067
4235	59.4015
4236	59.183
4237	59.3521
4238	59.6697
4239	59.5034
4240	59.2168
4241	59.1489
4242	59.6356
4243	60.3196
4244	60.1618
4245	60.0851
4246	60.3099
4247	59.9858
4248	59.3137
4249	58.7121
4250	59.1933
4251	59.5129
4252	59.0235
4253	58.8457
4254	58.0619
4255	57.7388
4256	56.7719
4257	57.1507
4258	57.6342
4259	58.0967
4260	57.859
4261	57.4762
4262	57.9371
4263	57.9627
4264	58.3776
4265	58.4067
4266	58.9099
4267	58.337
4268	58.263
4269	58.8318
4270	59.2174
4271	59.1327
4272	58.954
4273	59.1128
4274	58.2437
4275	57.9344
4276	57.2847
4277	57.2323
4278	57.636
4279	57.5228
4280	57.4247
4281	57.0233
4282	56.9364
4283	57.0241
4284	56.3779
4285	55.9606
4286	56.1396
4287	56.5553
4288	55.894
4289	56.4369
4290	56.9201
4291	57.3896
4292	56.9552
4293	56.7556
4294	56.6019
4295	56.2945
4296	56.2505
4297	55.9793
4298	56.1753
4299	56.4165
4300	56.2307
4301	56.0794
4302	55.8453
4303	56.3131
4304	56.9707
4305	56.9838
4306	56.9518
4307	57.0927
4308	57.5714
4309	58.5382
4310	58.0824
4311	57.1161
4312	57.164
4313	56.5258
4314	56.2603
4315	56.7383
4316	57.4683
4317	57.1602
4318	56.4988
4319	56.5552
4320	56.2743
4321	56.0701
4322	56.756
4323	56.7106
4324	56.5168
4325	56.6876
4326	56.5373
4327	56.6876
4328	56.6152
4329	56.6747
4330	56.5878
4331	56.9857
4332	57.002
4333	56.9096
4334	57.0303
4335	57.4437
4336	57.7408
4337	57.9585
4338	58.5786
4339	60.0
4340	60.1482
4341	59.6564
4342	59.0014
4343	58.8843
4344	59.5415
4345	59.0855
4346	59.3862
4347	58.9695
4348	59.2295
4349	59.5787
4350	60.2426
4351	60.3792
4352	60.3014
4353	60.7397
4354	60.6227
4355	60.1836
4356	59.8806
4357	59.0657
4358	59.3705
4359	59.2418
4360	59.0823
4361	58.9325
4362	59.6572
4363	59.8185
4364	59.9102
4365	59.4102
4366	59.5436
4367	60.0633
4368	59.8454
4369	60.5819
4370	60.7503
4371	60.3281
4372	60.0605
4373	59.9886
4374	59.9611
4375	59.9298
4376	60.1873
4377	59.799
4378	59.9266
4379	59.6521
4380	59.249
4381	59.3612
4382	59.1409
4383	59.0396
4384	59.1312
4385	59.1397
4386	59.1476
4387	58.5469
4388	58.532
4389	58.7306
4390	58.5454
4391	58.0557
4392	57.7817
4393	57.8503
4394	57.3387
4395	57.1411
4396	56.9966
4397	57.1694
4398	57.2656
4399	57.6679
4400	57.7706
4401	57.5336
4402	57.6242
4403	58.0993
4404	58.129
4405	58.2242
4406	57.6527
4407	57.566
4408	57.5186
4409	58.0102
4410	58.4255
4411	58.0169
4412	57.8134
4413	57.9375
4414	57.7832
4415	57.5811
4416	57.7612
4417	58.3151
4418	58.0713
4419	57.921
4420	57.6869
4421	57.6196
4422	57.0861
4423	57.3392
4424	57.2721
4425	57.5706
4426	57.5118
4427	57.4706
4428	57.5852
4429	57.614
4430	57.7643
4431	58.0833
4432	57.8716
4433	58.1179
4434	58.1557
4435	58.0869
4436	58.4296
4437	58.4557
4438	59.248
4439	59.2527
4440	59.2808
4441	59.1823
4442	59.6207
4443	60.249
4444	59.9898
4445	59.6325
4446	59.2746
4447	59.4604
4448	59.0061
4449	58.4622
4450	58.5318
4451	58.2773
4452	58.4125
4453	58.3311
4454	58.5814
4455	58.5182
4456	58.9911
4457	58.6924
4458	58.9281
4459	59.2948
4460	59.2811
4461	59.2348
4462	58.837
4463	59.1446
4464	58.7082
4465	58.8987
4466	58.694
4467	58.6117
4468	58.717
4469	58.5596
4470	58.3152
4471	58.1989
4472	57.7343
4473	57.4544
4474	57.6291
4475	57.6002
4476	57.0463
4477	56.8734
4478	56.9957
4479	56.6019
4480	56.3569
4481	56.3878
4482	56.5925
4483	56.7597
4484	56.5892
4485	56.6261
4486	56.4115
4487	56.3888
4488	55.9288
4489	55.8288
4490	56.2908
4491	56.2914
4492	56.184
4493	56.2613
4494	56.0408
4495	56.6278
4496	57.2196
4497	56.9533
4498	57.6736
4499	58.1718
4500	58.0171
4501	57.7701
4502	57.5899
4503	56.5918
4504	56.3554
4505	56.3438
4506	56.5201
4507	56.6537
4508	56.7608
4509	55.9208
4510	55.6717
4511	56.3742
4512	56.4334
4513	56.6616
4514	56.5041
4515	56.8011
4516	56.6122
4517	56.9359
4518	56.9372
4519	57.0188
4520	57.4942
4521	57.5521
4522	57.7033
4523	57.4954
4524	56.8391
4525	57.1072
4526	57.0039
4527	57.1747
4528	57.5598
4529	57.7626
4530	57.2649
4531	57.285
4532	57.5375
4533	57.7646
4534	57.5796
4535	57.8332
4536	58.5714
4537	62.3699
4538	64.0626
4539	62.0659
4540	61.4311
4541	62.2794
4542	61.1454
4543	61.5539
4544	60.8583
4545	61.3222
4546	61.7655
4547	61.6644
4548	61.7494
4549	62.6027
4550	62.726
4551	61.9997
4552	63.486
4553	63.2012
4554	62.7148
4555	63.0066
4556	62.5229
4557	61.7354
4558	61.7684
4559	61.9164
4560	62.3033
4561	61.8215
4562	61.9408
4563	62.5327
4564	61.261
4565	61.5945
4566	61.409
4567	61.6659
4568	62.271
4569	62.642
4570	62.5937
4571	62.0188
4572	62.2056
4573	61.929
4574	61.9822
4575	62.0064
4576	61.8125
4577	62.668
4578	62.3431
4579	63.1164
4580	62.2511
4581	62.6851
4582	63.4838
4583	64.0683
4584	63.6175
4585	63.7873
4586	63.2396
4587	62.9497
4588	62.7908
4589	63.1359
4590	63.291
4591	62.7565
4592	63.1394
4593	63.2194
4594	63.2267
4595	63.2604
4596	63.1216
4597	62.8338
4598	62.4442
4599	62.098
4600	62.2062
4601	62.2934
4602	62.2556
4603	62.4352
4604	62.9006
4605	63.2746
4606	63.4888
4607	63.1957
4608	62.9235
4609	63.0836
4610	62.9471
4611	62.9726
4612	62.7805
4613	62.3497
4614	62.559
4615	63.1358
4616	63.4549
4617	63.4975
4618	63.5425
4619	63.595
4620	66.2856
4621	66.9075
4622	68.2234
4623	66.7535
4624	66.3772
4625	66.8932
4626	66.8757
4627	67.1807
4628	67.1783
4629	67.6163
4630	68.5259
4631	67.7911
4632	67.3963
4633	67.3911
4634	68.1451
4635	68.0821
4636	68.0447
4637	67.7443
4638	68.2737
4639	68.4628
4640	68.2505
4641	69.0286
4642	69.8685
4643	69.9744
4644	69.5728
4645	68.637
4646	68.2826
4647	68.1958
4648	67.7519
4649	67.0098
4650	66.4725
4651	66.2497
4652	66.1594
4653	65.8244
4654	65.7585
4655	65.8355
4656	65.5906
4657	65.5745
4658	65.2221
4659	65.4244
4660	66.2115
4661	66.627
4662	66.9685
4663	66.4032
4664	66.1832
4665	66.7727
4666	65.9751
4667	65.7508
4668	65.5305
4669	65.4026
4670	65.7238
4671	65.814
4672	65.3065
4673	65.3101
4674	65.6299
4675	65.7476
4676	65.6345
4677	65.8129
4678	65.7742
4679	65.5962
4680	65.6517
4681	65.5799
4682	65.9912
4683	66.0918
4684	66.2155
4685	66.8497
4686	67.5238
4687	67.6812
4688	67.9975
4689	66.6159
4690	65.9931
4691	66.0081
4692	65.5871
4693	65.9485
4694	65.6067
4695	65.6664
4696	66.5072
4697	66.78
4698	66.9436
4699	66.6342
4700	66.5335
4701	66.2921
4702	66.4467
4703	66.8242
4704	66.7377
4705	66.9227
4706	66.2416
4707	66.5022
4708	66.4225
4709	66.255
4710	66.4337
4711	66.6208
4712	66.7454
4713	67.1121
4714	67.371
4715	68.0085
4716	68.4073
4717	68.7448
4718	68.8865
4719	68.8762
4720	69.5218
4721	69.4706
4722	67.0795
4723	66.8605
4724	66.9167
4725	67.192
4726	67.082
4727	66.7617
4728	66.4438
4729	66.3309
4730	66.3634
4731	66.5499
4732	66.3318
4733	66.0016
4734	65.917
4735	65.93
4736	66.3412
4737	66.0987
4738	65.3577
4739	65.6601
4740	65.5859
4741	65.5691
4742	65.6686
4743	66.0199
4744	66.0628
4745	65.6517
4746	65.7147
4747	65.6783
4748	66.5429
4749	66.7044
4750	66.247
4751	66.2022
4752	65.8568
4753	65.5401
4754	65.5149
4755	65.2582
4756	65.6182
4757	65.757
4758	65.8895
4759	65.8145
4760	65.7956
4761	65.8004
4762	65.843
4763	65.9646
4764	66.0763
4765	65.7674
4766	65.589
4767	65.4021
4768	65.4201
4769	64.6694
4770	64.3167
4771	64.2803
4772	63.742
4773	63.7705
4774	64.4993
4775	64.1683
4776	64.5925
4777	64.8012
4778	64.7347
4779	65.4176
4780	65.4726
4781	65.1639
4782	65.3281
4783	65.4072
4784	65.3498
4785	64.7766
4786	64.7373
4787	64.3991
4788	64.5171
4789	64.2469
4790	64.2422
4791	63.945
4792	64.0688
4793	63.9602
4794	63.786
4795	63.7906
4796	63.9798
4797	64.6794
4798	64.7053
4799	64.6917
4800	64.6314
4801	65.335
4802	65.2166
4803	65.2287
4804	65.4703
4805	65.3001
4806	64.8489
4807	64.5598
4808	64.6327
4809	64.4888
4810	64.5372
4811	64.4156
4812	64.4913
4813	64.6106
4814	64.4636
4815	64.5394
4816	64.9084
4817	65.0583
4818	65.3834
4819	65.5547
4820	65.1614
4821	65.1243
4822	65.234
4823	65.0395
4824	64.7919
4825	64.5158
4826	64.6314
4827	64.4326
4828	64.3187
4829	64.3352
4830	63.9794
4831	63.3877
4832	63.1295
4833	62.9095
4834	62.5229
4835	62.8083
4836	63.0452
4837	63.0756
4838	63.0541
4839	63.2265
4840	63.4951
4841	63.4013
4842	63.5841
4843	63.8699
4844	63.766
4845	63.7988
4846	62.9944
4847	63.0204
4848	62.828
4849	62.8129
4850	62.9451
4851	62.8286
4852	62.8666
4853	62.9776
4854	63.129
4855	63.1162
4856	63.1572
4857	63.1271
4858	63.521
4859	63.3791
4860	63.4172
4861	63.834
4862	64.6423
4863	65.0546
4864	65.203
4865	65.0932
4866	65.1299
4867	65.2543
4868	65.4287
4869	65.6017
4870	65.2032
4871	65.8907
4872	65.9961
4873	66.6082
4874	66.784
4875	66.263
4876	65.6196
4877	65.6046
4878	65.9735
4879	66.2608
4880	66.4127
4881	66.7471
4882	66.4897
4883	66.6235
4884	66.9072
4885	66.5002
4886	66.0528
4887	65.9981
4888	65.5698
4889	65.4393
4890	65.4321
4891	65.1909
4892	64.4711
4893	63.8272
4894	64.1213
4895	64.429
4896	64.2199
4897	63.8487
4898	63.9453
4899	63.706
4900	64.1873
4901	64.2888
4902	64.4156
4903	64.6407
4904	65.067
4905	65.4399
4906	65.1312
4907	65.03
4908	64.8259
4909	64.8672
4910	65.0976
4911	64.7416
4912	64.2237
4913	64.3652
4914	64.2548
4915	64.3455
4916	64.0144
4917	63.9542
4918	63.7606
4919	63.6336
4920	63.7997
4921	63.86
4922	63.9966
4923	63.87
4924	63.832
4925	63.8734
4926	63.7748
4927	64.0316
4928	63.248
4929	63.588
4930	63.7298
4931	63.7295
4932	63.9121
4933	63.853
4934	64.2009
4935	64.2101
4936	63.8881
4937	63.7542
4938	63.773
4939	64.0213
4940	63.843
4941	63.7101
4942	63.7637
4943	64.0239
4944	63.9722
4945	64.1005
4946	64.0817
4947	64.4097
4948	64.1401
4949	64.1948
4950	63.8135
4951	63.7185
4952	63.7244
4953	63.5788
4954	63.5653
4955	63.2257
4956	62.5544
4957	62.7686
4958	62.5326
4959	62.5831
4960	62.5283
4961	62.4071
4962	62.2499
4963	62.1673
4964	61.7164
4965	61.7676
4966	62.0315
4967	61.9057
4968	61.9057
4969	61.234
4970	61.2632
4971	60.9474
4972	61.414
4973	61.4328
4974	61.5694
4975	61.5333
4976	61.4654
4977	61.8552
4978	61.8343
4979	61.9515
4980	61.8031
4981	62.338
4982	62.8299
4983	62.3934
4984	63.0359
4985	63.1385
4986	63.9091
4987	63.4342
4988	63.1742
4989	62.7977
4990	63.472
4991	63.7708
4992	63.949
4993	63.047
4994	63.6016
4995	63.4536
4996	63.3085
4997	63.7698
4998	63.6873
4999	63.7413
5000	64.3008
5001	64.9213
5002	65.5177
5003	65.6097
5004	66.9909
5005	66.3274
5006	66.4437
5007	66.0784
5008	66.1854
5009	67.5175
5010	72.0208
5011	71.472
5012	74.0274
5013	73.1882
5014	74.1262
5015	73.8896
5016	77.2131
5017	80.157
5018	78.0443
5019	80.8815
5020	78.8493
5021	77.7928
5022	78.7223
5023	77.7325
5024	76.4074
5025	75.455
5026	75.7499
5027	74.605
5028	73.7515
5029	73.5245
5030	73.315
5031	73.7145
5032	74.7119
5033	73.9441
5034	74.6657
5035	76.2562
5036	77.0416
5037	75.129
5038	74.7163
5039	74.496
5040	74.5706
5041	73.6894
5042	72.7263
5043	73.9719
5044	74.1169
5045	73.8725
5046	73.4326
5047	73.5819
5048	73.9298
5049	73.2056
5050	72.9798
5051	72.3918
5052	72.3381
5053	70.924
5054	71.8804
5055	71.5962
5056	71.1408
5057	71.0635
5058	71.1012
5059	70.752
5060	69.7114
5061	68.9831
5062	68.3413
5063	69.0151
5064	68.6319
5065	68.3123
5066	68.6745
5067	68.6183
5068	69.1219
5069	70.395
5070	69.7524
5071	69.4822
5072	69.618
5073	69.5725
5074	69.4835
5075	68.8376
5076	68.8376
5077	69.466
5078	69.1284
5079	69.9513
5080	70.4413
5081	70.4413
5082	70.5198
5083	70.4999
5084	71.3409
5085	72.1719
5086	71.2379
5087	70.88
5088	71.2298
5089	70.7479
5090	71.1275
5091	70.7998
5092	71.231
5093	71.7139
5094	71.9628
5095	70.9668
5096	70.7881
5097	70.963
5098	71.5974
5099	71.585
5100	71.9196
5101	72.2348
5102	73.3633
5103	73.4261
5104	74.1586
5105	73.3806
5106	73.2806
5107	73.0397
5108	73.6376
5109	73.775
5110	73.1522
5111	73.2351
5112	73.6067
5113	73.2157
5114	72.9676
5115	73.4321
5116	73.2392
5117	73.7711
5118	74.0999
5119	74.4184
5120	74.5126
5121	75.5379
5122	75.2354
5123	74.6382
5124	73.8039
5125	73.5849
5126	73.8588
5127	75.468
5128	75.1823
5129	75.591
5130	75.9645
5131	76.0713
5132	75.5274
5133	74.8896
5134	74.7148
5135	75.1884
5136	74.9278
5137	75.1941
5138	75.0319
5139	76.0381
5140	76.2711
5141	76.3545
5142	77.178
5143	76.8195
5144	78.6713
5145	79.6845
5146	78.7847
5147	77.2774
5148	78.0915
5149	78.1281
5150	78.5119
5151	78.0921
5152	77.9157
5153	77.0284
5154	77.0239
5155	77.2855
5156	77.2759
5157	77.9461
5158	77.9644
5159	77.9241
5160	77.778
5161	77.0322
5162	77.0809
5163	76.4667
5164	76.4443
5165	76.4556
5166	77.552
5167	78.8699
5168	79.3323
5169	80.5749
5170	80.0006
5171	78.4559
5172	77.1875
5173	76.9515
5174	76.3978
5175	76.2075
5176	77.1148
5177	77.3262
5178	76.9197
5179	76.253
5180	75.9268
5181	76.2627
5182	76.012
5183	75.76
5184	75.8146
5185	75.4727
5186	75.4518
5187	75.8599
5188	76.1999
5189	76.3203
5190	75.6151
5191	75.1996
5192	74.2529
5193	74.2506
5194	73.6618
5195	73.3057
5196	73.7124
5197	73.1195
5198	72.9272
5199	73.4453
5200	73.4201
5201	72.9781
5202	73.3155
5203	74.6721
5204	75.3498
5205	75.4571
5206	74.8392
5207	73.6921
5208	73.7175
5209	73.6567
5210	73.8757
5211	73.8757
5212	74.5157
5213	74.2663
5214	73.5264
5215	73.7961
5216	73.5453
5217	73.9735
5218	73.7243
5219	73.355
5220	73.3694
5221	74.3615
5222	74.8569
5223	75.6354
5224	75.04
5225	76.1854
5226	76.2527
5227	75.5053
5228	75.9051
5229	76.0801
5230	75.7293
5231	75.1107
5232	74.2602
5233	74.1192
5234	73.8526
5235	73.7579
5236	73.9378
5237	73.3092
5238	73.2895
5239	73.7669
5240	73.7755
5241	73.9717
5242	73.9833
5243	73.7532
5244	73.4747
5245	74.4373
5246	74.0448
5247	74.5755
5248	73.5187
5249	73.7864
5250	74.4275
5251	74.264
5252	74.0393
5253	73.4996
5254	73.5081
5255	73.2317
5256	72.9619
5257	73.1019
5258	73.6582
5259	74.139
5260	74.6085
5261	75.3585
5262	76.1535
5263	76.1741
5264	75.7576
5265	75.8287
5266	75.7023
5267	75.6373
5268	75.8073
5269	76.0734
5270	76.6052
5271	76.3802
5272	77.773
5273	77.1011
5274	77.1657
5275	77.5104
5276	77.2535
5277	75.6826
5278	76.9808
5279	75.5535
5280	76.2491
5281	76.0155
5282	76.8198
5283	76.4217
5284	75.0893
5285	74.768
5286	74.9578
5287	74.939
5288	74.3823
5289	74.8451
5290	75.2567
5291	74.8617
5292	74.577
5293	74.1373
5294	74.1567
5295	74.04
5296	74.3566
5297	73.9968
5298	73.8537
5299	73.6992
5300	73.6778
5301	73.6007
5302	73.5803
5303	73.5266
5304	73.3963
5305	73.4737
5306	73.458
5307	73.587
5308	73.2965
5309	73.2411
5310	73.4979
5311	73.2636
5312	73.2721
5313	72.9294
5314	72.8256
5315	72.0829
5316	72.1974
5317	71.6797
5318	71.8318
5319	72.0323
5320	72.5048
5321	72.2216
5322	73.1987
5323	73.1661
5324	72.6671
5325	72.326
5326	72.1694
5327	72.1777
5328	72.3723
5329	72.7234
5330	72.9086
5331	73.6175
5332	73.354
5333	73.266
5334	74.058
5335	75.1952
5336	74.4675
5337	74.6336
5338	74.0589
5339	74.1236
5340	74.2197
5341	74.1656
5342	74.3463
5343	74.491
5344	74.4947
5345	73.6945
5346	73.7663
5347	74.098
5348	73.8471
5349	73.6088
5350	73.1904
5351	73.1388
5352	73.0156
5353	72.8724
5354	72.7857
5355	73.168
5356	73.1304
5357	73.5078
5358	73.5962
5359	73.9695
5360	73.5671
5361	73.4721
5362	73.392
5363	73.4753
5364	73.4633
5365	74.1503
5366	74.364
5367	74.0666
5368	73.9465
5369	73.7428
5370	73.9908
5371	73.9866
5372	73.5744
5373	73.2781
5374	73.1912
5375	72.8491
5376	72.8545
5377	72.9538
5378	73.1909
5379	73.4421
5380	73.129
5381	72.76
5382	73.0841
5383	72.7171
5384	72.852
5385	72.4329
5386	72.5602
5387	73.3315
5388	73.2067
5389	72.8806
5390	72.7245
5391	73.0081
5392	72.6613
5393	72.5083
5394	72.7608
5395	72.6642
5396	72.9215
5397	72.9239
5398	72.5686
5399	72.5682
5400	72.2854
5401	71.9882
5402	71.6373
5403	71.8801
5404	71.8577
5405	71.7846
5406	71.2371
5407	71.1714
5408	70.9674
5409	71.0555
5410	70.9904
5411	70.8623
5412	70.1345
5413	69.5526
5414	69.8104
5415	70.5207
5416	70.52
5417	71.0863
5418	71.4783
5419	71.4876
5420	71.3975
5421	71.2866
5422	70.695
5423	71.1964
5424	71.8118
5425	72.2724
5426	72.5553
5427	72.8228
5428	72.6022
5429	72.7617
5430	73.4506
5431	74.8327
5432	74.3726
5433	74.6004
5434	75.5873
5435	74.9818
5436	74.8926
5437	73.9746
5438	74.0637
5439	73.7426
5440	73.6694
5441	74.1399
5442	73.8453
5443	73.5998
5444	73.6059
5445	73.4107
5446	73.4698
5447	73.851
5448	73.5708
5449	73.733
5450	74.2947
5451	73.8206
5452	73.7901
5453	73.3583
5454	73.1886
5455	73.2329
5456	73.4959
5457	73.6514
5458	74.2926
5459	75.1315
5460	74.8355
5461	74.5277
5462	74.5686
5463	75.7668
5464	76.0404
5465	76.3347
5466	76.8697
5467	76.4408
5468	76.6903
5469	77.3649
5470	78.6422
5471	78.9437
5472	78.947
5473	77.8174
5474	77.4702
5475	77.1302
5476	76.4849
5477	76.6501
5478	76.0509
5479	75.6806
5480	75.3042
5481	74.8015
5482	74.7241
5483	74.9867
5484	76.5762
5485	76.166
5486	75.0141
5487	75.7527
5488	75.7619
5489	76.7671
5490	80.4194
5491	86.9288
5492	83.5485
5493	93.5589
5494	91.7457
5495	103.2487
5496	111.7564
5497	105.8124
5498	105.8124
5499	116.0847
5500	120.3785
